Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR,Delay,Energy,Path_Selected,Packet_Loss,Anomaly_Score,Label
N69,0.354,0.554,0.454,Sybil Attack,0.43,11,50.92,25.1,1.127,P5->P14->P28,56.8,0.378,0
N69,0.31,0.803,0.556,Normal,0.761,82,78.97,12.15,0.97,P6->P14->P25,51.11,0.352,0
N112,0.787,0.496,0.642,Sybil Attack,0.644,94,99.56,41.17,2.681,P3->P17->P29,3.33,0.042,1
N62,0.928,0.841,0.885,Sybil Attack,0.227,29,97.41,35.1,3.421,P3->P16->P25,34.96,0.215,0
N182,0.219,0.607,0.413,Sybil Attack,0.613,11,97.87,13.66,1.659,P9->P20->P25,22.55,0.962,1
N34,0.838,0.435,0.636,Normal,0.231,45,62,21.67,3.061,P7->P16->P23,56.1,0.47,0
N58,0.966,0.237,0.601,Normal,0.648,40,81.4,18.25,3.061,P8->P17->P27,36.7,0.027,0
N50,0.266,0.839,0.552,Sybil Attack,0.751,19,68.89,19.61,4.237,P1->P20->P22,19.07,0.154,1
N50,0.86,0.771,0.816,Sybil Attack,0.899,56,81.17,46.57,4.559,P7->P12->P27,20.55,0.606,1
N137,0.899,0.652,0.776,Sybil Attack,0.723,57,94.76,23.62,4.923,P9->P20->P25,14.74,0.843,1
N73,0.345,0.232,0.288,Normal,0.496,99,60.24,19.79,1.89,P4->P19->P21,14.36,0.005,0
N14,0.679,0.387,0.533,Sybil Attack,0.198,82,61.64,25.67,1.783,P4->P19->P29,57.64,0.978,0
N42,0.554,0.934,0.744,Normal,0.409,67,68.42,26.72,4.049,P5->P20->P27,46.54,0.554,0
N48,0.74,0.297,0.518,Normal,0.047,79,74.72,5.05,1.615,P6->P19->P24,53.26,0.994,0
N88,0.478,0.216,0.347,Sybil Attack,0.697,90,94.95,41.79,3.222,P7->P11->P22,29.55,0.218,1
N121,0.899,0.519,0.709,Sybil Attack,0.593,98,58.34,29.77,4.185,P10->P12->P27,4.94,0.379,1
N197,0.337,0.297,0.317,Sybil Attack,0.876,22,90.85,28.68,4.568,P5->P20->P21,26.16,0.692,1
N90,0.313,0.532,0.422,Sybil Attack,0.467,28,52.62,10.78,2.233,P10->P14->P25,29.6,0.594,0
N178,0.872,0.803,0.838,Normal,0.59,89,56.88,7.22,1.648,P7->P19->P29,36.48,0.518,0
N151,0.648,0.558,0.603,Normal,0.348,34,61.92,13.69,2.422,P9->P17->P29,26.99,0.153,0
N168,0.357,0.855,0.606,Sybil Attack,0.455,76,93.21,18.98,1.06,P6->P11->P25,0.78,0.39,0
N84,0.998,0.679,0.838,Normal,0.575,88,58.96,13.97,3.322,P7->P20->P23,11.63,0.707,0
N166,0.755,0.885,0.82,Sybil Attack,0.669,56,91.76,49.86,4.302,P9->P12->P21,19.24,0.785,1
N42,0.524,0.265,0.394,Normal,0.995,67,63.01,14.93,3.5,P8->P11->P25,59.66,0.177,0
N160,0.568,0.936,0.752,Normal,0.317,22,93.24,31.42,2.622,P10->P18->P30,59.54,0.414,0
N172,0.247,0.205,0.226,Normal,0.164,86,57.89,12.3,3.875,P8->P16->P24,18.9,0.423,0
N162,0.738,0.678,0.708,Normal,0.056,25,86.25,14.69,0.85,P9->P14->P26,21.67,0.693,0
N116,0.276,0.291,0.284,Normal,0.026,67,81.45,18.63,2.917,P10->P14->P27,42.11,0.223,0
N15,0.736,0.995,0.865,Normal,0.35,84,54.38,47.57,4.867,P6->P11->P27,27.2,0.722,0
N179,0.825,0.715,0.77,Sybil Attack,0.739,42,96.98,36.07,4.69,P7->P17->P30,38.33,0.994,1
N107,0.728,0.755,0.742,Sybil Attack,0.298,64,58.4,46.76,1.064,P10->P14->P29,33.45,0.497,0
N17,0.326,0.675,0.501,Normal,0.143,28,67.59,17.29,0.674,P2->P12->P23,32.56,0.383,0
N185,0.384,0.736,0.56,Sybil Attack,0.275,57,87.08,43.25,4.532,P1->P16->P22,13.43,0.195,0
N130,0.841,0.593,0.717,Normal,0.565,82,60.65,19.15,3.69,P1->P15->P24,42.7,0.274,0
N26,0.445,0.908,0.676,Normal,0.057,61,90.6,31.95,1.118,P3->P12->P23,9.33,0.565,0
N160,0.799,0.642,0.72,Normal,0.939,82,77.06,41.11,2.742,P9->P18->P24,24.15,0.217,0
N4,0.957,0.748,0.852,Sybil Attack,0.46,34,73.99,48.12,1.789,P5->P14->P25,45.34,0.39,0
N113,0.544,0.908,0.726,Sybil Attack,0.985,20,71.03,37.92,2.427,P5->P15->P30,1.2,0.051,1
N75,0.286,0.487,0.386,Normal,0.708,90,50.74,16.59,3.456,P7->P11->P22,6.06,0.889,0
N27,0.435,0.527,0.481,Normal,0.345,80,97.07,7.91,4.99,P3->P17->P21,22.2,0.592,0
N22,0.612,0.859,0.736,Normal,0.154,91,80.83,14.66,1.438,P6->P11->P29,58.66,0.491,0
N73,0.809,0.891,0.85,Sybil Attack,0.773,15,53.01,37.41,2.164,P10->P15->P26,35.31,0.451,1
N138,0.288,0.981,0.634,Normal,0.445,34,61.85,32.07,3.64,P5->P18->P21,25.31,0.281,0
N74,0.702,0.772,0.737,Sybil Attack,0.329,94,94.64,12.1,2.46,P6->P11->P23,55.14,0.336,0
N46,0.22,0.618,0.419,Sybil Attack,0.954,81,61.32,5.12,0.649,P2->P12->P22,30.54,0.672,1
N133,0.414,0.337,0.376,Sybil Attack,0.428,76,79.8,32.46,3.363,P7->P20->P24,11.3,0.461,0
N92,0.998,0.465,0.732,Normal,0.334,60,65.39,19.09,0.957,P7->P16->P30,34.8,0.589,0
N159,0.215,0.781,0.498,Sybil Attack,0.689,29,63.73,7.08,1.648,P2->P15->P24,12.71,0.688,1
N4,0.914,0.816,0.865,Normal,0.649,25,91.34,46.16,4.49,P3->P14->P27,7.69,0.533,0
N47,0.751,0.633,0.692,Sybil Attack,0.814,44,98.46,23.81,1.041,P3->P14->P24,16.25,0.888,1
N56,0.222,0.812,0.517,Normal,0.16,59,67.16,27.64,3.213,P8->P20->P21,25.15,0.172,0
N38,0.211,0.338,0.274,Sybil Attack,0.109,80,63.79,17.09,1.464,P2->P11->P26,6.7,0.929,0
N29,0.631,0.367,0.499,Normal,0.439,83,84.65,49.61,4.532,P6->P13->P24,5.62,0.302,0
N17,0.597,0.574,0.585,Sybil Attack,0.101,29,89.59,49.53,3.25,P7->P15->P22,52.67,0.294,0
N48,0.435,0.582,0.508,Normal,0.062,17,58.01,14.97,1.196,P9->P20->P30,30.35,0.781,0
N189,0.944,0.687,0.816,Normal,0.824,65,51.67,34.67,0.761,P4->P16->P30,19.74,0.768,0
N143,0.711,0.48,0.595,Sybil Attack,0.823,23,95.62,13.57,0.574,P10->P11->P26,58.57,0.257,1
N67,0.826,0.989,0.908,Normal,0.479,76,83.77,37.87,2.803,P8->P16->P28,29.7,0.992,0
N148,0.423,0.526,0.475,Sybil Attack,0.763,75,60.33,33.21,4.801,P5->P13->P28,24.96,0.648,1
N79,0.997,0.59,0.794,Sybil Attack,0.835,33,79.01,47.75,1.339,P9->P18->P24,45.15,0.656,1
N13,0.775,0.896,0.836,Normal,0.301,25,64.98,27.43,3.13,P3->P18->P29,7.88,0.368,0
N28,0.842,0.782,0.812,Sybil Attack,0.59,15,63.74,26.82,1.344,P10->P14->P29,39.48,0.915,1
N195,0.911,0.249,0.58,Sybil Attack,0.019,37,59.16,6.02,4.061,P2->P18->P21,10.48,0.924,0
N19,0.957,0.333,0.645,Sybil Attack,0.676,31,71.8,30.43,0.928,P2->P20->P27,0.07,0.907,1
N176,0.886,0.221,0.554,Normal,0.059,62,87.04,8.29,2.074,P3->P19->P23,14.05,0.107,0
N74,0.372,0.841,0.606,Normal,0.885,70,79.46,46.4,2.919,P9->P13->P28,26.94,0.87,0
N184,0.672,0.851,0.762,Sybil Attack,0.566,23,79.36,26.17,3.399,P4->P17->P22,24.09,0.019,1
N153,0.278,0.836,0.557,Normal,0.184,47,62.05,35.03,2.978,P1->P19->P28,45.63,0.339,0
N90,0.61,0.811,0.71,Sybil Attack,0.656,21,56.95,43.38,1.886,P10->P20->P22,1.13,0.812,1
N186,0.963,0.908,0.936,Normal,0.105,45,79.27,19.49,3.709,P8->P14->P23,17.69,0.279,0
N149,0.434,0.291,0.362,Sybil Attack,0.543,82,79.21,49.38,2.363,P7->P14->P24,50.89,0.663,1
N160,0.421,0.981,0.701,Normal,0.768,70,80.2,48.98,1.219,P1->P15->P28,12.03,0.885,0
N189,0.819,0.89,0.854,Sybil Attack,0.699,97,83.59,17.73,2.882,P2->P16->P29,5.99,0.07,1
N157,0.916,0.919,0.918,Normal,0.459,12,59.8,45.1,0.92,P2->P11->P24,53.31,0.501,0
N6,0.984,0.987,0.986,Normal,0.673,11,99.56,44.4,3.38,P3->P14->P24,37.75,0.689,0
N99,0.473,0.408,0.44,Normal,0.142,88,56.22,42.52,4.292,P2->P12->P24,38.22,0.819,0
N183,0.634,0.474,0.554,Normal,0.614,99,54.68,42,2.398,P8->P20->P27,18.21,0.825,0
N176,0.757,0.206,0.482,Normal,0.183,12,92.75,37.02,2.592,P5->P11->P27,45.35,0.275,0
N31,0.604,0.305,0.454,Normal,0.907,16,82.71,29.27,2.697,P6->P12->P27,37.8,0.92,0
N63,0.59,0.551,0.57,Sybil Attack,0.048,60,80.64,45.03,3.198,P5->P11->P27,17.88,0.187,0
N72,0.415,0.963,0.689,Normal,0.218,74,62.09,46.8,1.086,P6->P13->P29,2.01,0.683,0
N158,0.917,0.607,0.762,Normal,0.523,83,77.15,39.62,1.948,P4->P14->P30,35.33,0.852,0
N190,0.76,0.463,0.612,Sybil Attack,0.967,98,74.59,25.02,0.704,P2->P19->P30,3.62,0.411,1
N25,0.662,0.797,0.73,Sybil Attack,0.552,77,74.15,26.28,2.636,P5->P15->P25,32.93,0.413,1
N91,0.281,0.248,0.264,Sybil Attack,0.146,10,52.64,6.23,4.522,P6->P17->P21,37.82,0.529,0
N171,0.399,0.659,0.529,Normal,0.656,49,68.16,15.46,4.815,P2->P18->P28,11,0.623,0
N188,0.402,0.952,0.677,Sybil Attack,0.995,31,73.07,47.95,3.751,P6->P19->P26,19.39,0.211,1
N111,0.617,0.962,0.79,Sybil Attack,0.342,39,58.41,48.73,2.18,P3->P19->P27,25.19,0.906,0
N34,0.419,0.641,0.53,Sybil Attack,0.713,31,93.32,16.36,3.62,P2->P19->P26,48.18,0.296,1
N19,0.597,0.895,0.746,Normal,0.864,78,98.79,14.09,4.431,P8->P13->P26,51.75,0.791,0
N164,0.315,0.957,0.636,Sybil Attack,0.148,88,54.1,29.78,1.804,P6->P15->P23,40.36,0.46,0
N68,0.357,0.285,0.321,Sybil Attack,0.104,81,75.75,29.49,1.343,P3->P18->P28,41.67,0.374,0
N90,0.621,0.605,0.613,Normal,0.613,26,88.57,27.32,1.833,P5->P11->P26,38.78,0.793,0
N56,0.359,0.282,0.32,Sybil Attack,0.094,83,69.6,38.42,0.787,P4->P13->P28,41.83,0.095,0
N154,0.498,0.919,0.708,Normal,0.554,73,96.78,11.82,3.386,P8->P12->P23,43.5,0.629,0
N158,0.42,0.453,0.436,Sybil Attack,0.465,91,51.6,36.53,4.367,P3->P17->P24,48.85,0.302,0
N82,0.773,0.702,0.738,Sybil Attack,0.526,92,95.58,42.64,0.979,P9->P17->P21,32.05,0.029,1
N101,0.78,0.231,0.506,Normal,0.239,13,82.95,34.8,4.106,P10->P20->P29,54.34,0.733,0
N178,0.805,0.626,0.716,Normal,0.94,93,98.33,47.4,1.08,P2->P13->P28,55.98,0.838,0
N120,0.599,0.66,0.63,Normal,0.632,64,84.66,28.74,4.346,P6->P13->P28,38.59,0.258,0
N176,0.295,0.705,0.5,Sybil Attack,0.774,21,50.12,22.7,0.513,P1->P12->P22,44.72,0.303,1
N198,0.352,0.224,0.288,Normal,0.846,69,67.2,40.47,3.068,P8->P16->P28,53.55,0.664,0
N132,0.41,0.849,0.63,Sybil Attack,0.083,47,57.67,9.77,1.035,P1->P20->P23,53.9,0.769,0
N71,0.574,0.999,0.786,Sybil Attack,0.694,80,64.19,25.5,3.686,P4->P12->P27,16.29,0.651,1
N157,0.534,0.501,0.518,Normal,0.3,85,83.41,29.88,0.53,P4->P18->P25,19.43,0.271,0
N59,0.855,0.534,0.694,Sybil Attack,0.922,90,55.37,39.21,4.449,P5->P18->P24,3.53,0.511,1
N11,0.741,0.737,0.739,Normal,0.711,11,72.16,27.75,2.382,P4->P20->P26,20.24,0.011,0
N50,0.704,0.57,0.637,Sybil Attack,0.207,63,59.33,15.78,2.737,P3->P20->P30,23.41,0.555,0
N77,0.323,0.614,0.468,Normal,0.732,56,93.58,23.4,4.385,P3->P18->P28,9.75,0.801,0
N5,0.776,0.465,0.62,Sybil Attack,0.162,70,84.91,45.01,2.726,P5->P15->P24,23.42,0.18,0
N106,0.977,0.446,0.712,Sybil Attack,0.597,72,90.61,25.99,3.312,P8->P17->P30,57.86,0.474,1
N129,0.639,0.526,0.582,Normal,0.925,43,83.01,40.54,2.123,P1->P12->P29,49.96,0.102,0
N30,0.402,0.662,0.532,Normal,0.388,66,87.37,7.82,1.988,P9->P20->P24,51.98,0.948,0
N99,0.292,0.931,0.612,Sybil Attack,0.836,35,61.82,16.14,1.107,P7->P20->P23,33.4,0.851,1
N152,0.82,0.842,0.831,Normal,0.584,16,88.69,14.42,0.751,P5->P11->P28,17.85,0.816,0
N128,0.944,0.221,0.582,Normal,0.43,10,99.76,34.36,4.346,P1->P11->P30,46.4,0.061,0
N101,0.227,0.734,0.48,Sybil Attack,0.251,16,87.6,35.71,3.946,P10->P16->P25,15.17,0.729,0
N23,0.387,0.449,0.418,Sybil Attack,0.611,26,63.9,31.65,3.804,P3->P14->P22,23.04,0.865,1
N163,0.298,0.761,0.53,Sybil Attack,0.451,69,71.68,9.73,4.144,P9->P16->P27,4.67,0.22,0
N4,0.747,0.985,0.866,Sybil Attack,0.741,60,65.66,25.13,3.16,P10->P12->P22,29.33,0.422,1
N18,0.475,0.581,0.528,Sybil Attack,0.931,71,99.93,11.22,0.611,P1->P17->P24,48.82,0.853,1
N152,0.853,0.272,0.562,Sybil Attack,0.116,82,80.8,22.24,1.971,P1->P19->P23,12.31,0.398,0
